,name,sector,sector_code,ticker
860518,Itex Corp,Other Services (except Public Administration),81.0,ITEX
860519,Savannah Bancorp Inc,Finance and Insurance,52.0,SAVB
860543,"China Grand Resorts, Inc.",Information,51.0,ATVG
860546,Corporate Office Properties Trust,Finance and Insurance,52.0,OFC
860730,"HCA Healthcare, Inc.",Health Care and Social Assistance,62.0,HCA
860731,Tyler Technologies Inc,Information,51.0,TYL
860748,Kemper Corp,Finance and Insurance,52.0,KMPR
86115,Safeguard Scientifics Inc,Finance and Insurance,52.0,SFE
861361,B/E Aerospace Inc,"Professional, Scientific, and Technical Services",54.0,BEAV
861370,Flyingeagle PU Technical Corp,Manufacturing,31.0,SOON
86144,Safeway Inc,Retail Trade,45.0,SWY
861441,Futures Portfolio Fund L.P.,Finance and Insurance,52.0,
861459,Granite Construction Inc,Construction,23.0,GVA
861838,"Idera Pharmaceuticals, Inc.",Manufacturing,32.0,IDRA
861842,Cathay General Bancorp,Finance and Insurance,52.0,CATY
861878,Stericycle Inc,Administrative and Support and Waste Management and Remediation Services,56.0,SRCL
861884,Reliance Steel & Aluminum CO,Wholesale Trade,42.0,RS
861955,CIB Marine Bancshares Inc,Finance and Insurance,52.0,
862022,Hugoton Royalty Trust,Real Estate and Rental and Leasing,53.0,HGT
862480,K Swiss Inc,Manufacturing,31.0,KSWS
862510,Transatlantic Holdings Inc,Finance and Insurance,52.0,TRH
86264,Carbon Natural GAS CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,CRBO
862651,"Investview, Inc.",Other Services (except Public Administration),81.0,GISV
862668,Escalon Medical Corp,Manufacturing,33.0,ESMC
862692,Cryo Cell International Inc,Health Care and Social Assistance,62.0,CCEL
862831,Financial Institutions Inc,Finance and Insurance,52.0,FISI
862861,Appliance Recycling Centers OF America Inc /MN,Retail Trade,44.0,ARCI
862923,Transamerica Advisors Life Insurance CO OF NEW York,Finance and Insurance,52.0,
863015,Isle OF Capri Casinos Inc,Accommodation and Food Services,72.0,ISLE
863061,Odyssey Pictures Corp,Information,51.0,OPIX
863110,Artesian Resources Corp,Utilities,22.0,ARTNA
86312,"Travelers Companies, Inc.",Finance and Insurance,52.0,TRV
863157,Petsmart Inc,Retail Trade,45.0,PETM
863436,Benchmark Electronics Inc,Manufacturing,33.0,BHE
863456,WET Seal Inc,Retail Trade,44.0,WTSLA
863680,Cardiogenesis Corp /CA,Manufacturing,33.0,CGCP
863894,Female Health CO,Manufacturing,32.0,FHCO
863895,"Omni Shrimp, Inc.",Manufacturing,33.0,NNAN
864233,O Charleys Inc,Accommodation and Food Services,72.0,CHUX
864240,Sypris Solutions Inc,Manufacturing,33.0,SYPR
864264,Simon Worldwide Inc,Manufacturing,31.0,SWWI
864270,American Honda Finance Corp,Finance and Insurance,52.0,
864509,Command Security Corp,Administrative and Support and Waste Management and Remediation Services,56.0,MOC
864559,Cascade Microtech Inc,Manufacturing,33.0,CSCD
864683,Cyberonics Inc,Manufacturing,33.0,CYBX
864749,Trimble Inc.,Manufacturing,33.0,TRMB
864839,Royale Energy Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,ROYL
864921,Juniper Group Inc,Construction,23.0,JUNI
865058,National Security Group Inc,Finance and Insurance,52.0,NSEC
86521,SAN Diego GAS & Electric CO,Utilities,22.0,SDO
865415,Adept Technology Inc,Manufacturing,33.0,ADEP
865436,Whole Foods Market Inc,Retail Trade,45.0,WFMI
865549,Atlas Futures Fund Limited Partnership,Finance and Insurance,52.0,
865570,THQ Inc,Information,51.0,THQI
865752,Monster Beverage Corp,Manufacturing,31.0,HANS
865754,Sauer Danfoss Inc,Manufacturing,33.0,SHS
865911,Cascade Bancorp,Finance and Insurance,52.0,CACB
865917,Versant Corp,Information,51.0,VSNT
865941,Celadon Group Inc,Transportation and Warehousing,48.0,CGI
866054,Commercial National Financial Corp /PA,Finance and Insurance,52.0,CNAF
866121,"Orbital Atk, Inc.",Manufacturing,33.0,ATK
866273,Matrix Service CO,Construction,23.0,MTRX
866368,PS Business Parks Inc/Ca,Finance and Insurance,52.0,PSB
866374,Flex Ltd.,Manufacturing,33.0,FLEX
866439,Klever Marketing Inc,Information,51.0,KLMK
866458,Forlink Software Corp Inc,Information,51.0,FRLK
866609,ION Geophysical Corp,"Professional, Scientific, and Technical Services",54.0,IO
866706,Esco Technologies Inc,Manufacturing,33.0,ESE
866729,Scholastic Corp,Information,51.0,SCHL
866787,Autozone Inc,Retail Trade,45.0,AZO
866829,Helix Energy Solutions Group Inc,Construction,23.0,CDIS
866873,DEL Monte Foods CO,Manufacturing,31.0,DLM
866970,Lighting Science Group Corp,Manufacturing,33.0,LSCG
8670,Automatic Data Processing Inc,Information,51.0,ADP
867028,"2050 Motors, Inc.",Manufacturing,32.0,
867038,Spindletop OIL & GAS CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,SPND
867374,Electronics FOR Imaging Inc,Manufacturing,33.0,EFII
867493,Indiana Community Bancorp,Finance and Insurance,52.0,HOMF
86759,Santa FE Financial Corp,Real Estate and Rental and Leasing,53.0,SFEF
867665,Abraxas Petroleum Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,AXAS
867687,"America West Resources, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,AWSR
867773,Sunpower Corp,Manufacturing,33.0,SPWR
867840,"Precision Optics Corporation, Inc.",Manufacturing,33.0,POCI
867963,United American Healthcare Corp,Manufacturing,33.0,UAHC
868082,Everflow Eastern Partners LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
868267,Food Technology Service Inc,Other Services (except Public Administration),81.0,VIFL
868271,Severn Bancorp Inc,Finance and Insurance,52.0,SVBI
868278,"Prophase Labs, Inc.",Manufacturing,32.0,QGLY
868368,Rochester Medical Corporation,Manufacturing,33.0,ROCM
868611,Sonic Corp,Accommodation and Food Services,72.0,SONC
868671,Glacier Bancorp Inc,Finance and Insurance,52.0,GBCI
868689,T BAY Holdings Inc,Information,51.0,TBYH
868725,"Rentech, Inc.",Manufacturing,32.0,RTK
868740,AEI NET Lease Income & Growth Fund XIX Limited Partnership,Real Estate and Rental and Leasing,53.0,
868780,"Dorman Products, Inc.",Manufacturing,33.0,DORM
868857,Aecom,"Professional, Scientific, and Technical Services",54.0,ACM
869090,"Chase Bank Usa, National Association",Finance and Insurance,52.0,
869187,Baltia AIR Lines Inc,Transportation and Warehousing,48.0,BLTA
869484,Call NOW Inc,"Arts, Entertainment, and Recreation",71.0,CLNW
869487,Tandy Brands Accessories Inc,Manufacturing,31.0,TBAC
869495,Deep Well OIL & GAS Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,DWOG
869531,Golden Eagle International Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,MYNG
869660,WNC California Housing TAX Credits II LP,Real Estate and Rental and Leasing,53.0,
869986,Advanced Photonix Inc,Manufacturing,33.0,API
870385,Carolina Financial Corp,Finance and Insurance,52.0,
87047,SB Partners,"Arts, Entertainment, and Recreation",71.0,
87050,"Neonode, Inc",Manufacturing,33.0,NEON
870732,American Natural Energy Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
870743,Groen Brothers Aviation Inc /UT/,"Professional, Scientific, and Technical Services",54.0,GNBA
870753,Numerex Corp /PA/,Manufacturing,33.0,NMRX
870815,Boston Financial TAX Credit Fund Plus,Real Estate and Rental and Leasing,53.0,
870826,Evine Live Inc.,Retail Trade,45.0,VVTV
871344,Moller International Inc,"Professional, Scientific, and Technical Services",54.0,MLER
871763,Manpowergroup Inc.,Administrative and Support and Waste Management and Remediation Services,56.0,MAN
872248,Petroquest Energy Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,PQ
872448,Atmel Corp,Manufacturing,33.0,ATML
872544,National Quality Care Inc,Manufacturing,33.0,NQCI
872589,Regeneron Pharmaceuticals Inc,Manufacturing,32.0,REGN
872821,Wilmington Trust Corp,Finance and Insurance,52.0,WL
872835,ESB Financial Corp,Finance and Insurance,52.0,ESBF
872912,"Delcath Systems, Inc.",Manufacturing,33.0,DCTH
873044,Radisys Corp,Manufacturing,33.0,RSYS
873185,Uscorp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,USCS
873198,"Applied Visual Sciences, Inc.",Retail Trade,44.0,GDTI
873303,"Sarepta Therapeutics, Inc.",Manufacturing,32.0,SRPT
873364,Cephalon Inc,Manufacturing,32.0,CEPH
87347,Schlumberger Limited/Nv,Construction,23.0,SLB
873540,"Drinks Americas Holdings, LTD",Manufacturing,31.0,DKAM
873799,Morgan Stanley Smith Barney Spectrum Select LP,Finance and Insurance,52.0,
873860,Ocwen Financial Corp,Finance and Insurance,52.0,OCN
874015,Ionis Pharmaceuticals Inc,Manufacturing,32.0,ISIS
874016,Jones Group Inc,Manufacturing,31.0,JNY
874214,ANN Inc.,Retail Trade,44.0,ANN
874238,Sterling Construction CO Inc,Construction,23.0,STRL
874292,Addvantage Technologies Group Inc,Wholesale Trade,42.0,AEY
874396,"Lifetime Brands, Inc",Manufacturing,33.0,LCUT
874444,Retail Ventures Inc,Retail Trade,45.0,RVI
874495,Jeffersonville Bancorp,Finance and Insurance,52.0,JFBC
874499,Gulfport Energy Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,GPOR
874501,Ambac Financial Group Inc,Finance and Insurance,52.0,ABK
874663,Alkermes Inc,Manufacturing,32.0,ALKS
874691,"OSI Restaurant Partners, LLC",Accommodation and Food Services,72.0,OSI
874710,Allied Healthcare Products Inc,Manufacturing,33.0,AHPI
874716,Idexx Laboratories Inc /DE,Manufacturing,32.0,IDXX
874733,Mediware Information Systems Inc,"Professional, Scientific, and Technical Services",54.0,MEDW
874761,AES Corp,Utilities,22.0,AES
874766,Hartford Financial Services Group Inc/De,Finance and Insurance,52.0,HIG
874792,"Green Technology Solutions, Inc.","Professional, Scientific, and Technical Services",54.0,GTSO
874841,Pacific Sunwear OF California Inc,Retail Trade,44.0,PSUN
874866,Corvel Corp,Finance and Insurance,52.0,CRVL
874977,State Auto Financial Corp,Finance and Insurance,52.0,STFC
875045,Biogen Inc.,Manufacturing,32.0,BIIB
875159,XL Group LTD,Finance and Insurance,52.0,XL
875278,WNC Housing TAX Credit Fund III L P,Real Estate and Rental and Leasing,53.0,
875296,Lapolla Industries Inc,Manufacturing,32.0,IFT
875320,Vertex Pharmaceuticals Inc / MA,Manufacturing,32.0,VRTX
875355,Insignia Systems Inc/Mn,"Professional, Scientific, and Technical Services",54.0,ISIG
875357,BOK Financial Corp ET AL,Finance and Insurance,52.0,BOKF
875582,Northern Technologies International Corp,Manufacturing,33.0,NTI
875622,Biospecifics Technologies Corp,Manufacturing,32.0,BSTC
87565,Schulman A Inc,Manufacturing,32.0,SHLM
875657,Ultralife Corp,Manufacturing,33.0,ULBI
875729,Bion Environmental Technologies Inc,Manufacturing,32.0,BNET
876134,"Redify Group, Inc.",Information,51.0,TGFIN
876167,Progress Software Corp /MA,Information,51.0,PRGS
876343,Biotime Inc,Manufacturing,32.0,BTX
876367,"Legal Life Plans, Inc.",Health Care and Social Assistance,62.0,CTHP
876378,Transenterix Inc.,Manufacturing,33.0,TRXC
876427,Monro Muffler Brake Inc,Other Services (except Public Administration),81.0,MNRO
876437,Mgic Investment Corp,Finance and Insurance,52.0,MTG
876523,Ezcorp Inc,Retail Trade,45.0,EZPW
876883,MDC Partners Inc,"Professional, Scientific, and Technical Services",54.0,MDCA
877212,Zebra Technologies Corp,Manufacturing,33.0,ZBRA
877422,Spartannash CO,Retail Trade,44.0,SPTN
877476,America Service Group Inc /DE,Health Care and Social Assistance,62.0,ASGR
877860,National Health Investors Inc,Finance and Insurance,52.0,NHI
877890,Citrix Systems Inc,Information,51.0,CTXS
878004,Chugach Electric Association Inc,Utilities,22.0,
87802,Scientific Industries Inc,Manufacturing,33.0,SCND
878079,BON TON Stores Inc,Retail Trade,45.0,BONT
878088,"PAR Pharmaceutical Companies, Inc.",Manufacturing,32.0,PRX
878375,American BAR Association Members / Northern Trust Collective TR,Finance and Insurance,52.0,
878520,SWS Group Inc,Finance and Insurance,52.0,SWS
878522,Stewart Enterprises Inc,Other Services (except Public Administration),81.0,STEI
878526,Natus Medical Inc,Manufacturing,33.0,BABY
878560,"Calatlantic Group, Inc.",Construction,23.0,SPF
878616,Human Pheromone Sciences Inc,Manufacturing,32.0,EROX
878726,Tuesday Morning Corp/De,Retail Trade,45.0,TUES
878802,Quadrant 4 System Corp,Manufacturing,33.0,AVNT
878828,Wireless Telecom Group Inc,Manufacturing,33.0,WTT
878927,OLD Dominion Freight Line Inc/Va,Transportation and Warehousing,48.0,ODFL
878932,"Equus Total Return, Inc.",,,EQS
879101,Kimco Realty Corp,Finance and Insurance,52.0,KIM
879169,Incyte Corp,"Professional, Scientific, and Technical Services",54.0,INCY
879407,"Arrowhead Pharmaceuticals, Inc.",Manufacturing,32.0,ARWR
879519,Seen ON Screen TV Inc.,Retail Trade,45.0,FKLR
879526,Wabash National Corp /DE,Manufacturing,33.0,WNC
879555,Boston Capital TAX Credit Fund III L P,Real Estate and Rental and Leasing,53.0,
879575,Terra Nitrogen CO L P /DE,Manufacturing,32.0,TNH
879585,"ATN International, Inc.",Information,51.0,ATNI
879635,MID Penn Bancorp Inc,Finance and Insurance,52.0,MPB
879682,"Viveve Medical, Inc.",Manufacturing,33.0,PLCSF
879703,Paybox Corp.,"Professional, Scientific, and Technical Services",54.0,DIRI
879796,ARI Network Services Inc /WI,Information,51.0,ARIS
879911,"Applied Energetics, Inc.",Manufacturing,33.0,AERG
879993,Dusa Pharmaceuticals Inc,Manufacturing,32.0,DUSA
88000,Scotts Liquid Gold Inc,Manufacturing,32.0,SLGD
880059,Education Management Corporation,Educational Services,61.0,EDMC
880114,Belden & Blake Corp /OH/,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
880115,Clayton Williams Energy Inc /DE,"Mining, Quarrying, and Oil and Gas Extraction",21.0,CWEI
880116,Southeastern Bank Financial Corp,Finance and Insurance,52.0,GBFP
880117,Sanfilippo John B & SON Inc,Manufacturing,31.0,JBSS
880177,Peregrine Semiconductor Corp,Manufacturing,33.0,PSMI
880242,"Biolargo, Inc.",Manufacturing,32.0,BLGO
880266,Agco Corp /DE,Manufacturing,33.0,AGCO
880285,Enbridge Energy Partners LP,Transportation and Warehousing,48.0,EEP
880417,CSB Bancorp Inc /OH,Finance and Insurance,52.0,CSBB
880432,Misonix Inc,Manufacturing,33.0,MSON
880446,Vitesse Semiconductor Corp,Manufacturing,33.0,VTSS
880460,"Perfumania Holdings, Inc.",Retail Trade,45.0,PERF
880555,American Media Inc,Information,51.0,
880562,Daegis Inc.,Information,51.0,UNFY
880631,"Wisdomtree Investments, Inc.",Finance and Insurance,52.0,WETF
880641,Eagle Financial Services Inc,Finance and Insurance,52.0,EFSI
880643,Genta Inc DE/,Manufacturing,32.0,GNTA
880771,Sciclone Pharmaceuticals Inc,Manufacturing,32.0,SCLN
880804,"Premiere Global Services, Inc.",Other Services (except Public Administration),81.0,PTEK
880807,American Superconductor Corp /DE/,Manufacturing,33.0,AMSC
880984,"Acorn Energy, Inc.","Professional, Scientific, and Technical Services",54.0,ACFN
88121,Seaboard Corp /DE/,Finance and Insurance,52.0,SEB
881453,Prudential Annuities Life Assurance Corp/Ct,Finance and Insurance,52.0,
881464,Amylin Pharmaceuticals Inc,Manufacturing,32.0,AMLN
881524,Vivus Inc,Manufacturing,32.0,VVUS
881665,Da-Lite Screen CO Inc,Manufacturing,33.0,
881695,Palomar Medical Technologies Inc,Manufacturing,33.0,PMTI
881716,Gateway TAX Credit Fund III LTD,Real Estate and Rental and Leasing,53.0,
881787,Cross Timbers Royalty Trust,Real Estate and Rental and Leasing,53.0,CRT
881790,HF Financial Corp,Finance and Insurance,52.0,HFFC
8818,Avery Dennison Corp,Manufacturing,32.0,AVY
881890,Abaxis Inc,Manufacturing,33.0,ABAX
88205,SPX Corp,Manufacturing,33.0,SPW
882095,Gilead Sciences Inc,Manufacturing,32.0,GILD
882104,"PDL Biopharma, Inc.",Manufacturing,32.0,PDLI
882154,"Powersecure International, Inc.",Other Services (except Public Administration),81.0,POWR
882184,Horton D R Inc /DE/,Construction,23.0,DHI
882235,Lincare Holdings Inc,Health Care and Social Assistance,62.0,LNCR
882289,Apria Healthcare Group Inc,Health Care and Social Assistance,62.0,AHG
882291,Aethlon Medical Inc,Manufacturing,33.0,AEMD
882508,Quicklogic Corporation,Manufacturing,33.0,QUIK
882796,Biocryst Pharmaceuticals Inc,Manufacturing,32.0,BCRX
882800,"Pacific Ventures Group, Inc.",Manufacturing,31.0,PACV
882829,Stater Bros Holdings Inc,Retail Trade,45.0,
882835,Roper Technologies Inc,Manufacturing,33.0,ROP
882873,Urologix Inc,Manufacturing,33.0,ULGX
883107,Nanophase Technologies Corp,Manufacturing,33.0,NANX
883237,"Virtus Investment Partners, Inc.",Finance and Insurance,52.0,VRTS
883241,Synopsys Inc,Information,51.0,SNPS
883293,Valassis Communications Inc,"Professional, Scientific, and Technical Services",54.0,VCI
883569,"Fossil Group, Inc.",Manufacturing,33.0,FOSL
883758,Grayson Bankshares Inc,Finance and Insurance,52.0,GSON
883902,NCI Building Systems Inc,Manufacturing,33.0,NCS
883943,Christopher & Banks Corp,Retail Trade,44.0,CBK
883945,USA Truck Inc,Transportation and Warehousing,48.0,USAK
883948,Union Bankshares Corp,Finance and Insurance,52.0,UBSH
883975,Microbot Medical Inc.,Manufacturing,32.0,STEM
883980,First Data Corp,Other Services (except Public Administration),81.0,FDC
883981,Mortons Restaurant Group Inc,Accommodation and Food Services,72.0,MRT
883984,ICU Medical Inc/De,Manufacturing,33.0,ICUI
884130,Chromcraft Revington Inc,Manufacturing,33.0,CRC
884144,Asure Software Inc,"Professional, Scientific, and Technical Services",54.0,ASUR
884217,Tailored Brands Inc,Retail Trade,44.0,MW
884219,Viad Corp,Other Services (except Public Administration),81.0,VVI
884269,Alpha PRO Tech LTD,Manufacturing,33.0,APT
884363,"Evolutionary Genomics, Inc.","Professional, Scientific, and Technical Services",54.0,FONH
884382,Primedia Inc,Information,51.0,PRM
884497,Medquist Inc,Information,51.0,MEDQ
884504,Thermoenergy Corp,Administrative and Support and Waste Management and Remediation Services,56.0,TMEN
884614,UGI Corp /PA/,Utilities,22.0,UGI
884624,Orthofix International N V,Manufacturing,33.0,OFIX
884629,"Actavis, Inc.",Manufacturing,32.0,ACT
884650,Infinite Group Inc,Information,51.0,IMCI
884713,Cott Corp /CN/,Manufacturing,31.0,COT
884731,Ariad Pharmaceuticals Inc,Manufacturing,32.0,ARIA
884887,Royal Caribbean Cruises LTD,Transportation and Warehousing,48.0,RCL
884905,Praxair Inc,Manufacturing,32.0,PX
884940,Stein Mart Inc,Retail Trade,44.0,SMRT
885074,Authentidate Holding Corp,"Professional, Scientific, and Technical Services",54.0,ADAT
885245,Buckle Inc,Retail Trade,44.0,BKE
885275,Wilson Bank Holding CO,Finance and Insurance,52.0,
885306,Cynosure Inc,Manufacturing,33.0,CYNO
885307,Jewett Cameron Trading CO LTD,Retail Trade,44.0,JCTCF
885317,Ophthalmic Imaging Systems,Manufacturing,33.0,OISI
885322,Anchor Bancorp Wisconsin Inc,Finance and Insurance,52.0,ABCW
885462,"Gulf Resources, Inc.",Manufacturing,32.0,DSFX
885475,Eco-Shift Power Corp.,Other Services (except Public Administration),81.0,IFLI
8855,American Locker Group Inc,Manufacturing,33.0,ALGI
885508,Stratus Properties Inc,Construction,23.0,STRS
885531,Denmark Bancshares Inc,Finance and Insurance,52.0,
885542,Peoples Bancorporation Inc /SC/,Finance and Insurance,52.0,PBCE
885550,Credit Acceptance Corp,Finance and Insurance,52.0,CACC
885551,Valence Technology Inc,Manufacturing,33.0,VLNC
885568,OLD Dominion Electric Cooperative,Utilities,22.0,
885590,"Valeant Pharmaceuticals International, Inc.",Manufacturing,32.0,VRX
885639,Kohls Corp,Retail Trade,45.0,KSS
88572,Security Land & Development Corp,Real Estate and Rental and Leasing,53.0,
885721,Express Scripts Inc,Retail Trade,44.0,ESRX
885725,Boston Scientific Corp,Manufacturing,33.0,BSX
885780,Global Entertainment Corp,"Arts, Entertainment, and Recreation",71.0,GECO
8858,Avnet Inc,Retail Trade,44.0,AVT
885975,Cinemark USA Inc /TX,Information,51.0,
885978,U S Physical Therapy Inc /NV,Health Care and Social Assistance,62.0,USPH
885988,Integramed America Inc,Health Care and Social Assistance,62.0,INMD
886035,General Cable Corp /DE/,Manufacturing,33.0,BGC
886128,Fuelcell Energy Inc,Manufacturing,33.0,FCEL
886136,Saga Communications Inc,Information,51.0,SGA
886137,Finish Line Inc /IN/,Retail Trade,44.0,FINL
886158,BED Bath & Beyond Inc,Retail Trade,44.0,BBBY
886163,Ligand Pharmaceuticals Inc,Manufacturing,32.0,LGND
886171,Universal Hospital Services Inc,Real Estate and Rental and Leasing,53.0,
886206,Franklin Covey CO,Administrative and Support and Waste Management and Remediation Services,56.0,FC
886328,E Digital Corp,Manufacturing,33.0,EDIG
886346,Kadant Inc,Manufacturing,33.0,KAI
886475,"'Mktg, Inc.'","Professional, Scientific, and Technical Services",54.0,CMKG
886744,Geron Corp,Manufacturing,32.0,GERN
8868,Avon Products Inc,Manufacturing,32.0,AVP
886835,Superior Energy Services Inc,Construction,23.0,SPN
886912,Zunicom Inc,Other Services (except Public Administration),81.0,ZNCM
886982,Goldman Sachs Group Inc,Finance and Insurance,52.0,GS
887149,Croghan Bancshares Inc,Finance and Insurance,52.0,CHBH
887150,Hampshire Group LTD,Manufacturing,31.0,HAMP
887151,Capstone Therapeutics Corp.,Manufacturing,32.0,CAPS
887226,Perceptron Inc/Mi,Manufacturing,33.0,PRCP
887247,Adamis Pharmaceuticals Corp,Manufacturing,32.0,CLGY
887343,Columbia Banking System Inc,Finance and Insurance,52.0,COLB
887359,Vericel Corp,Manufacturing,32.0,ASTM
887396,Empire Petroleum Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,EMPR
887426,Southwest Royalties Institutional Income Fund X-C LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
887497,HI Tech Pharmacal CO Inc,Manufacturing,32.0,HITK
887568,Zoll Medical Corp,Manufacturing,33.0,ZOLL
887596,Cheesecake Factory Inc,Accommodation and Food Services,72.0,CAKE
887637,Railamerica Inc /DE,Transportation and Warehousing,48.0,RRA
887730,Kemet Corp,Manufacturing,33.0,KEM
887733,Central Garden & PET CO,Wholesale Trade,42.0,CENT
88790,Intricon Corp,Manufacturing,33.0,IIN
887905,LTC Properties Inc,Finance and Insurance,52.0,LTC
887919,Premier Financial Bancorp Inc,Finance and Insurance,52.0,PFBI
887921,Revlon Inc /DE/,Manufacturing,32.0,REV
887936,FTI Consulting Inc,"Professional, Scientific, and Technical Services",54.0,FCN
887969,MRV Communications Inc,Manufacturing,33.0,MRVC
888002,AXA Financial Inc,Finance and Insurance,52.0,
888165,Interactive Data Corp/Ma/,Finance and Insurance,52.0,IDC
888228,Kinder Morgan Energy Partners L P,Transportation and Warehousing,48.0,KMP
888471,Nestor Partners,Finance and Insurance,52.0,
888491,Omega Healthcare Investors Inc,Finance and Insurance,52.0,OHI
888504,Layne Christensen CO,Construction,23.0,LAYN
888702,"Coupon Express, Inc.",Other Services (except Public Administration),81.0,PSCP
888719,China Lithium Technologies Inc.,Manufacturing,33.0,PHIS
888919,HCC Insurance Holdings Inc/De/,Finance and Insurance,52.0,HCC
888953,Online Resources Corp,Other Services (except Public Administration),81.0,ORCC
888981,Nocopi Technologies Inc/Md/,Manufacturing,33.0,NNUP
889123,Redwood Mortgage Investors Viii,Real Estate and Rental and Leasing,53.0,
889156,Allbritton Communications CO,Information,51.0,
889331,Littelfuse Inc /DE,Manufacturing,33.0,LFUS
889348,CPI Aerostructures Inc,"Professional, Scientific, and Technical Services",54.0,CVU
88941,Semtech Corp,Manufacturing,33.0,SMTC
889423,Satcon Technology Corp,Manufacturing,33.0,SATC
889428,"Pathfinder Cell Therapy, Inc.",Manufacturing,33.0,PFND
88948,Seneca Foods Corp,Manufacturing,31.0,SENEA
889570,United Artists Theatre Circuit Inc /MD/,Information,51.0,
889609,Consumer Portfolio Services Inc,Finance and Insurance,52.0,CPSS
889900,Patterson UTI Energy Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,PTEN
889930,Overland Storage Inc,Manufacturing,33.0,OVRL
889936,"Privatebancorp, Inc",Finance and Insurance,52.0,PVTB
889971,Lightpath Technologies Inc,Manufacturing,33.0,LPTH
890066,Glen Burnie Bancorp,Finance and Insurance,52.0,GLBZ
890264,EXA Corp,Information,51.0,EXA
890319,Taubman Centers Inc,Finance and Insurance,52.0,TCO
890394,"Mosys, Inc.",Manufacturing,33.0,MOSY
89041,Sagemark Companies LTD,Health Care and Social Assistance,62.0,SKCO
890447,Vertex Energy Inc.,Manufacturing,32.0,WDWT
890465,NPS Pharmaceuticals Inc,Manufacturing,32.0,NPSP
890491,Barnes & Noble Inc,Retail Trade,45.0,BKS
890493,First USA Credit Card Master Trust,Finance and Insurance,52.0,
890543,International Barrier Technology Inc,Manufacturing,32.0,IBTGF
890547,Revlon Consumer Products Corp,Manufacturing,32.0,
890564,ON Assignment Inc,Administrative and Support and Waste Management and Remediation Services,56.0,ASGN
890634,Allied Healthcare International Inc,Health Care and Social Assistance,62.0,AHCI
890821,"Ameri Holdings, Inc.",Manufacturing,33.0,SPZR
890846,Uroplasty Inc,Manufacturing,33.0,UPI
89089,Service Corp International,Other Services (except Public Administration),81.0,SCI
890908,Dynacq Healthcare Inc,Health Care and Social Assistance,62.0,DYII
890923,Zoltek Companies Inc,Manufacturing,33.0,ZOLT
890926,Radian Group Inc,Finance and Insurance,52.0,RDN
891014,Minerals Technologies Inc,Manufacturing,32.0,MTX
891024,"Patterson Companies, Inc.",Retail Trade,44.0,PDCO
891098,Sterling Bancshares Inc,Finance and Insurance,52.0,SBIB
891103,Iac/Interactivecorp,Retail Trade,45.0,IACI
891106,Sterling Financial Corp /WA/,Finance and Insurance,52.0,STSA
891166,"Universal Insurance Holdings, Inc.",Finance and Insurance,52.0,UVE
891178,Epicor Software Corp,Information,51.0,EPIC
891288,Questcor Pharmaceuticals Inc,Manufacturing,32.0,QCOR
891293,CTI Biopharma Corp,Manufacturing,32.0,CTIC
89140,Servotronics Inc /DE/,Manufacturing,33.0,SVT
891417,PEN Inc.,Manufacturing,33.0,NNPP
891456,Plains Exploration & Production CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,PXP
891462,Octus Inc,,,OCTI
891482,Full House Resorts Inc,Accommodation and Food Services,72.0,FLL
891532,Perma FIX Environmental Services Inc,Administrative and Support and Waste Management and Remediation Services,56.0,PESI
891919,Books A Million Inc,Retail Trade,45.0,BAMM
892160,"Derma Sciences, Inc.",Manufacturing,33.0,DSCI
892222,"Craft Brew Alliance, Inc.",Manufacturing,31.0,BREW
892342,Boston Financial TAX Credit Fund VII LP,Real Estate and Rental and Leasing,53.0,
892482,Qumu Corp,Information,51.0,QUMU
892537,Mantech International Corp,Administrative and Support and Waste Management and Remediation Services,56.0,MANT
892553,Chart Industries Inc,Manufacturing,33.0,CIDI
89270,SL Industries Inc,Manufacturing,33.0,SLI
892822,Hemagen Diagnostics Inc,Manufacturing,32.0,HMGN
892832,Sandston Corp,,,SDON
892875,Atel Cash Distribution Fund V L P,Administrative and Support and Waste Management and Remediation Services,56.0,
892907,Sport Chalet Inc,Retail Trade,45.0,SPCH
892986,Warren Resources Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,WRES
892997,WNC California Housing TAX Credits III LP,Real Estate and Rental and Leasing,53.0,
893467,Northwest Bancorporation Inc,Finance and Insurance,52.0,NBCT
893538,SM Energy CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,SM
